jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,element_code,year,state,state_abbrev
0,0,52,135,213,526,691,753,521,218,15,0,26,2011,Arizona,AZ
5,8,31,144,354,600,651,686,470,216,49,0,26,2012,Arizona,AZ
0,0,67,131,319,623,690,638,445,120,32,0,26,2013,Arizona,AZ
8,23,63,134,310,588,698,555,475,235,28,0,26,2014,Arizona,AZ
5,32,92,114,196,605,637,711,499,228,10,0,26,2015,Arizona,AZ
0,32,74,121,240,653,749,606,415,285,44,0,26,2016,Arizona,AZ
0,16,93,146,286,639,700,648,436,276,94,4,26,2017,Arizona,AZ
13,9,44,197,328,582,718,662,549,128,16,0,26,2018,Arizona,AZ
0,0,32,140,156,523,735,731,471,153,34,0,26,2019,Arizona,AZ
0,7,25,122,402,556,771,800,544,281,49,0,26,2020,Arizona,AZ
0,10,22,165,313,659,666,623,485,135,74,0,26,2021,Arizona,AZ
0,6,40,148,325,619,724,621,524,175,5,0,26,2022,Arizona,AZ
0,0,11,115,284,428,844,719,484,247,43,0,26,2023,Arizona,AZ
0,8,19,96,286,651,807,719,565,326,10,6,26,2024,Arizona,AZ
0,29,41,115,305,587,713,749,492,215,56,10,26,2025,Arizona,AZ
0,1,23,5,88,268,493,379,246,36,0,0,26,1997,Arkansas,AR
1,1,7,21,238,430,579,485,380,70,5,0,26,1998,Arkansas,AR
1,6,6,53,126,327,505,494,215,47,11,0,26,1999,Arkansas,AR
0,5,23,17,185,285,453,576,265,71,0,0,26,2000,Arkansas,AR
0,1,4,82,165,306,518,482,189,24,9,0,26,2001,Arkansas,AR
1,0,4,56,104,336,469,450,298,31,0,0,26,2002,Arkansas,AR
0,0,12,36,157,231,455,481,172,57,7,0,26,2003,Arkansas,AR
0,0,29,27,184,308,383,315,240,95,6,0,26,2004,Arkansas,AR
2,3,10,28,112,363,461,522,351,44,6,0,26,2005,Arkansas,AR
8,0,18,98,166,326,499,522,160,29,1,0,26,2006,Arkansas,AR
0,0,57,9,190,347,383,574,270,70,1,0,26,2007,Arkansas,AR
0,0,13,16,125,362,466,383,193,29,0,0,26,2008,Arkansas,AR
0,1,16,20,113,398,382,349,195,11,7,0,26,2009,Arkansas,AR
0,0,10,54,193,480,514,577,282,56,1,0,26,2010,Arkansas,AR
0,0,15,54,108,487,609,548,170,33,5,0,26,2011,Arkansas,AR
1,1,86,67,251,384,600,468,256,24,0,1,26,2012,Arkansas,AR
0,0,3,14,109,351,398,403,303,41,0,0,26,2013,Arkansas,AR
0,0,1,20,127,335,314,417,230,67,0,0,26,2014,Arkansas,AR
0,0,9,42,149,382,514,393,290,65,6,6,26,2015,Arkansas,AR
0,1,26,43,105,407,517,450,312,119,11,0,26,2016,Arkansas,AR
2,13,28,62,118,304,474,357,249,57,6,0,26,2017,Arkansas,AR
0,1,19,3,301,443,512,414,292,52,0,0,26,2018,Arkansas,AR
0,1,6,28,176,307,423,462,428,34,0,1,26,2019,Arkansas,AR
1,0,32,15,100,332,496,388,209,24,7,0,26,2020,Arkansas,AR
0,0,25,13,99,345,432,478,285,91,0,16,26,2021,Arkansas,AR
0,0,14,21,185,379,590,441,266,41,0,0,26,2022,Arkansas,AR
6,5,17,24,168,357,488,507,291,71,1,1,26,2023,Arkansas,AR
0,11,26,50,238,390,446,471,256,104,14,1,26,2024,Arkansas,AR
0,0,35,63,131,399,539,434,287,89,10,0,26,2025,Arkansas,AR
0,0,10,13,120,101,201,264,214,32,5,0,26,1997,California,CA
0,0,0,1,7,52,252,328,123,16,0,0,26,1998,California,CA
0,0,1,1,22,77,193,183,137,78,6,0,26,1999,California,CA
0,0,1,20,63,158,186,250,139,14,0,0,26,2000,California,CA
0,0,4,2,106,155,197,248,160,56,4,0,26,2001,California,CA
0,0,0,10,29,127,261,209,172,15,7,0,26,2002,California,CA
10,0,4,1,35,116,320,272,206,93,0,0,26,2003,California,CA
0,0,20,18,56,115,246,230,158,14,0,0,26,2004,California,CA
0,0,1,6,44,70,307,262,90,25,8,0,26,2005,California,CA
0,0,0,2,58,193,377,212,141,19,8,0,26,2006,California,CA
0,0,10,13,49,124,269,283,106,27,7,0,26,2007,California,CA
0,0,4,11,31,157,265,282,191,65,12,0,26,2008,California,CA
4,0,1,8,87,79,289,245,227,20,5,0,26,2009,California,CA
0,0,0,1,14,100,214,192,154,28,0,0,26,2010,California,CA
0,0,1,9,16,73,217,235,180,43,0,0,26,2011,California,CA
4,0,1,13,54,108,211,334,231,56,7,0,26,2012,California,CA
0,0,8,22,63,161,289,235,160,20,5,0,26,2013,California,CA
10,3,10,22,80,151,313,253,224,96,11,0,26,2014,California,CA
5,7,26,18,23,197,233,300,237,111,0,0,26,2015,California,CA
0,10,6,22,33,201,282,267,145,47,10,0,26,2016,California,CA
0,0,10,20,47,180,336,320,161,76,14,3,26,2017,California,CA
8,0,1,20,35,138,377,298,171,45,8,0,26,2018,California,CA
0,0,1,22,14,134,244,284,155,36,6,0,26,2019,California,CA
0,0,0,13,74,130,250,355,259,120,5,0,26,2020,California,CA
0,0,0,20,53,202,344,296,192,20,19,0,26,2021,California,CA
3,0,6,18,43,179,282,340,271,63,0,0,26,2022,California,CA
0,0,0,10,27,58,327,274,105,59,6,0,26,2023,California,CA
0,0,0,8,36,177,388,282,200,101,0,0,26,2024,California,CA
0,3,1,12,58,153,205,304,187,37,8,5,26,2025,California,CA
0,0,0,0,1,54,117,64,26,0,0,0,26,1997,Colorado,CO
0,0,0,0,8,26,149,85,51,0,0,0,26,1998,Colorado,CO
0,0,0,0,0,34,146,83,3,0,0,0,26,1999,Colorado,CO
0,0,0,0,10,55,179,153,21,0,0,0,26,2000,Colorado,CO
0,0,0,0,2,71,194,105,26,0,0,0,26,2001,Colorado,CO
0,0,0,0,2,123,208,95,17,0,0,0,26,2002,Colorado,CO
0,0,0,0,3,24,241,137,7,0,0,0,26,2003,Colorado,CO
0,0,0,0,4,30,76,34,15,0,0,0,26,2004,Colorado,CO
0,0,0,0,2,43,185,68,32,0,0,0,26,2005,Colorado,CO
0,0,0,0,8,107,174,84,1,0,0,0,26,2006,Colorado,CO
0,0,0,0,2,56,174,148,25,0,0,0,26,2007,Colorado,CO
0,0,0,0,1,45,169,72,10,0,0,0,26,2008,Colorado,CO
0,0,0,0,2,30,87,57,10,0,0,0,26,2009,Colorado,CO
0,0,0,0,1,71,136,107,36,0,0,0,26,2010,Colorado,CO
0,0,0,0,0,61,183,165,15,0,0,0,26,2011,Colorado,CO
0,0,0,0,7,142,206,121,22,0,0,0,26,2012,Colorado,CO
0,0,0,0,2,92,124,112,35,0,0,0,26,2013,Colorado,CO
0,0,0,0,2,51,122,64,22,0,0,0,26,2014,Colorado,CO
0,0,0,0,0,84,98,103,53,0,0,0,26,2015,Colorado,CO
0,0,0,0,0,109,158,63,27,1,0,0,26,2016,Colorado,CO
0,0,0,0,0,77,165,56,20,0,0,0,26,2017,Colorado,CO
0,0,0,0,15,111,156,74,39,0,0,0,26,2018,Colorado,CO
0,0,0,0,0,33,153,129,57,0,0,0,26,2019,Colorado,CO
0,0,0,0,4,94,162,176,16,0,0,0,26,2020,Colorado,CO
0,0,0,0,1,96,168,113,50,0,0,0,26,2021,Colorado,CO
0,0,0,0,2,76,190,128,48,0,0,0,26,2022,Colorado,CO
0,0,0,0,3,27,130,108,30,0,0,0,26,2023,Colorado,CO
0,0,0,0,2,122,128,130,46,1,0,0,26,2024,Colorado,CO
0,0,0,0,1,75,148,105,21,0,0,0,26,2025,Colorado,CO
0,0,0,0,0,78,200,137,26,0,0,0,26,1997,Connecticut,CT
0,0,0,0,27,63,213,221,58,0,0,0,26,1998,Connecticut,CT
0,0,0,0,13,137,321,175,61,0,0,0,26,1999,Connecticut,CT
0,0,0,0,10,79,121,128,22,0,0,0,26,2000,Connecticut,CT
0,0,0,0,15,126,132,262,35,0,0,0,26,2001,Connecticut,CT
0,0,0,0,0,67,256,232,64,0,0,0,26,2002,Connecticut,CT
0,0,0,0,0,52,218,241,46,0,0,0,26,2003,Connecticut,CT
0,0,0,0,19,62,176,168,52,0,0,0,26,2004,Connecticut,CT
0,0,0,0,0,151,243,270,87,0,0,0,26,2005,Connecticut,CT
0,0,0,0,8,98,296,176,21,0,0,0,26,2006,Connecticut,CT
0,0,0,0,18,87,202,183,61,13,0,0,26,2007,Connecticut,CT
0,0,0,0,0,135,270,122,44,0,0,0,26,2008,Connecticut,CT
0,0,0,0,10,44,143,227,20,0,0,0,26,2009,Connecticut,CT
0,0,0,0,28,142,330,208,78,0,0,0,26,2010,Connecticut,CT
0,0,0,0,19,96,300,206,91,0,0,0,26,2011,Connecticut,CT
0,0,0,0,33,86,296,239,46,2,0,0,26,2012,Connecticut,CT
0,0,0,0,11,112,353,145,23,0,0,0,26,2013,Connecticut,CT
0,0,0,0,13,92,233,139,50,2,0,0,26,2014,Connecticut,CT
0,0,0,0,43,67,245,240,120,0,0,0,26,2015,Connecticut,CT
0,0,0,0,12,104,297,293,90,0,0,0,26,2016,Connecticut,CT
0,0,0,0,7,98,221,161,87,18,0,0,26,2017,Connecticut,CT
0,0,0,0,41,86,293,311,91,0,0,0,26,2018,Connecticut,CT
0,0,0,0,8,89,325,199,45,0,0,0,26,2019,Connecticut,CT
0,0,0,0,6,124,340,255,47,0,0,0,26,2020,Connecticut,CT
0,0,0,0,10,145,208,259,74,10,0,0,26,2021,Connecticut,CT
0,0,0,0,25,83,303,312,51,0,0,0,26,2022,Connecticut,CT
0,0,0,0,7,64,315,169,69,7,0,0,26,2023,Connecticut,CT
0,0,0,0,26,160,303,181,45,0,0,0,26,2024,Connecticut,CT
0,0,0,0,15,141,329,144,60,0,0,0,26,2025,Connecticut,CT
0,0,0,0,14,139,340,257,88,10,0,0,26,1997,Delaware,DE
0,0,0,0,73,183,339,314,186,12,0,0,26,1998,Delaware,DE
0,0,0,0,43,196,445,341,122,7,0,0,26,1999,Delaware,DE
0,0,0,0,65,232,240,246,74,13,0,0,26,2000,Delaware,DE
0,0,0,0,48,247,243,367,83,13,0,0,26,2001,Delaware,DE
0,0,0,7,38,230,404,398,160,13,0,0,26,2002,Delaware,DE
0,0,0,0,11,147,342,356,138,7,0,0,26,2003,Delaware,DE
0,0,0,0,154,183,328,272,143,8,0,0,26,2004,Delaware,DE
0,0,0,0,10,236,392,402,215,18,0,0,26,2005,Delaware,DE
0,0,0,3,45,209,412,371,81,8,0,0,26,2006,Delaware,DE
0,0,0,0,67,234,340,348,162,70,0,0,26,2007,Delaware,DE
0,0,0,0,22,302,387,257,147,8,0,0,26,2008,Delaware,DE
0,0,0,0,54,174,283,370,90,9,0,0,26,2009,Delaware,DE
0,0,0,7,92,361,456,366,193,16,0,0,26,2010,Delaware,DE
0,0,0,6,95,276,482,314,168,11,0,0,26,2011,Delaware,DE
0,0,9,0,119,226,483,359,121,20,0,0,26,2012,Delaware,DE
0,0,0,0,51,244,437,253,86,21,0,0,26,2013,Delaware,DE
0,0,0,0,67,230,335,233,133,20,0,0,26,2014,Delaware,DE
0,0,0,0,125,248,365,320,215,9,0,10,26,2015,Delaware,DE
0,0,3,0,30,220,443,423,213,26,0,0,26,2016,Delaware,DE
0,0,0,15,38,243,404,267,151,49,0,0,26,2017,Delaware,DE
0,0,0,0,123,217,378,412,238,25,0,0,26,2018,Delaware,DE
0,0,0,11,94,246,447,349,194,34,0,0,26,2019,Delaware,DE
0,0,2,0,20,246,477,370,118,23,0,0,26,2020,Delaware,DE
0,0,0,0,42,249,380,369,157,57,0,0,26,2021,Delaware,DE
0,0,0,0,73,213,431,400,141,7,0,0,26,2022,Delaware,DE
3,0,0,10,29,148,408,313,143,23,0,0,26,2023,Delaware,DE
0,0,0,0,73,283,426,300,130,20,0,0,26,2024,Delaware,DE
0,0,0,3,66,269,446,212,149,14,0,0,26,2025,Delaware,DE
94,150,241,176,345,440,535,528,456,284,130,81,26,1997,Florida,FL
111,79,88,200,398,578,577,564,478,372,219,156,26,1998,Florida,FL
114,94,94,269,325,438,538,559,447,315,155,85,26,1999,Florida,FL
84,83,187,168,395,470,532,523,467,254,116,68,26,2000,Florida,FL
32,155,136,203,325,467,508,525,409,285,175,151,26,2001,Florida,FL
96,86,181,293,394,443,515,512,500,394,117,68,26,2002,Florida,FL
29,109,256,189,432,466,524,508,449,332,213,51,26,2003,Florida,FL
68,92,143,146,371,509,527,525,470,331,180,67,26,2004,Florida,FL
97,85,104,129,326,452,577,580,486,330,183,64,26,2005,Florida,FL
105,62,127,259,351,474,525,550,458,290,112,166,26,2006,Florida,FL
138,68,159,172,329,452,545,580,480,404,146,157,26,2007,Florida,FL
92,136,141,192,383,481,504,518,465,268,83,108,26,2008,Florida,FL
66,56,133,203,383,505,530,553,486,377,169,110,26,2009,Florida,FL
29,24,43,189,438,556,575,576,495,284,139,11,26,2010,Florida,FL
60,109,156,296,382,508,550,580,475,251,173,135,26,2011,Florida,FL
84,141,226,223,400,442,535,527,456,314,87,114,26,2012,Florida,FL
162,109,48,256,314,489,501,546,464,336,205,176,26,2013,Florida,FL
62,137,128,224,373,461,531,564,460,299,96,108,26,2014,Florida,FL
101,58,237,347,409,508,552,549,478,351,299,261,26,2015,Florida,FL
73,70,217,233,372,516,597,565,500,346,161,195,26,2016,Florida,FL
133,148,150,263,411,479,566,567,495,355,197,115,26,2017,Florida,FL
62,220,97,232,368,503,548,547,531,407,199,117,26,2018,Florida,FL
82,192,156,250,446,531,564,563,515,448,160,147,26,2019,Florida,FL
125,136,247,308,364,499,567,578,497,427,260,63,26,2020,Florida,FL
86,152,188,219,389,487,533,560,469,375,122,178,26,2021,Florida,FL
81,131,221,266,420,507,577,575,474,287,253,111,26,2022,Florida,FL
127,186,221,304,375,485,600,617,490,328,190,108,26,2023,Florida,FL
100,83,209,211,489,530,602,581,525,345,226,105,26,2024,Florida,FL
50,167,142,281,466,512,579,580,475,337,142,137,26,2025,Florida,FL
7,6,58,10,76,207,429,331,233,49,2,2,26,1997,Georgia,GA
13,4,10,23,231,408,489,400,296,84,23,9,26,1998,Georgia,GA
14,6,7,71,125,288,434,476,204,50,14,2,26,1999,Georgia,GA
5,5,31,12,225,335,444,400,184,50,3,0,26,2000,Georgia,GA
2,9,8,41,154,282,394,398,171,28,25,9,26,2001,Georgia,GA
8,2,20,84,132,320,451,422,300,103,2,1,26,2002,Georgia,GA
1,2,31,27,162,268,375,400,196,50,22,0,26,2003,Georgia,GA
3,1,32,24,224,335,413,332,205,99,16,1,26,2004,Georgia,GA
14,5,10,15,98,294,440,430,305,71,10,1,26,2005,Georgia,GA
19,1,17,76,140,322,458,477,191,33,4,7,26,2006,Georgia,GA
10,1,41,13,153,344,370,538,284,98,4,9,26,2007,Georgia,GA
4,4,14,25,138,379,406,384,238,33,1,7,26,2008,Georgia,GA
6,1,18,20,165,389,360,383,227,45,7,1,26,2009,Georgia,GA
1,0,5,45,218,434,488,495,296,57,5,0,26,2010,Georgia,GA
1,5,24,56,160,424,488,484,204,27,8,6,26,2011,Georgia,GA
14,7,89,56,224,283,496,355,218,52,2,7,26,2012,Georgia,GA
21,2,3,27,103,327,355,339,227,58,3,6,26,2013,Georgia,GA
1,3,6,29,161,347,364,375,265,67,1,6,26,2014,Georgia,GA
4,0,29,65,191,379,461,393,215,56,24,35,26,2015,Georgia,GA
3,3,44,36,152,395,506,473,338,105,15,8,26,2016,Georgia,GA
24,19,25,86,165,296,435,383,207,82,8,3,26,2017,Georgia,GA
2,31,12,12,240,380,422,392,395,104,4,5,26,2018,Georgia,GA
8,17,17,44,276,324,451,436,384,128,3,7,26,2019,Georgia,GA
18,6,63,28,117,301,467,427,224,106,28,1,26,2020,Georgia,GA
7,3,38,22,123,307,402,422,214,96,2,22,26,2021,Georgia,GA
5,7,30,28,213,398,467,402,217,31,14,3,26,2022,Georgia,GA
19,26,33,37,130,265,460,454,239,63,7,5,26,2023,Georgia,GA
6,6,33,50,219,380,481,432,262,85,34,3,26,2024,Georgia,GA
1,9,27,79,179,363,514,342,250,59,12,3,26,2025,Georgia,GA
0,0,0,0,19,51,121,162,53,0,0,0,26,1997,Idaho,ID
0,0,0,0,5,24,265,203,84,0,0,0,26,1998,Idaho,ID
0,0,0,0,3,42,135,169,24,0,0,0,26,1999,Idaho,ID
0,0,0,0,10,65,200,189,22,0,0,0,26,2000,Idaho,ID
0,0,0,0,18,56,178,234,66,0,0,0,26,2001,Idaho,ID
0,0,0,0,7,74,267,97,37,0,0,0,26,2002,Idaho,ID
0,0,0,0,8,76,303,219,45,3,0,0,26,2003,Idaho,ID
0,0,0,0,7,67,207,147,23,0,0,0,26,2004,Idaho,ID
0,0,0,0,8,27,209,169,22,0,0,0,26,2005,Idaho,ID
0,0,0,0,14,94,305,135,30,0,0,0,26,2006,Idaho,ID
0,0,0,0,19,79,348,168,32,0,0,0,26,2007,Idaho,ID
0,0,0,0,8,45,207,162,31,0,0,0,26,2008,Idaho,ID
0,0,0,0,11,48,196,142,78,0,0,0,26,2009,Idaho,ID
0,0,0,0,0,35,152,115,38,0,0,0,26,2010,Idaho,ID
0,0,0,0,0,22,145,193,75,0,0,0,26,2011,Idaho,ID
0,0,0,0,6,46,258,213,56,0,0,0,26,2012,Idaho,ID
0,0,0,0,12,76,293,229,47,0,0,0,26,2013,Idaho,ID
0,0,0,0,14,51,277,146,52,0,0,0,26,2014,Idaho,ID
0,0,0,0,16,172,182,189,45,5,0,0,26,2015,Idaho,ID
0,0,0,3,11,98,162,155,26,0,0,0,26,2016,Idaho,ID
0,0,0,0,8,69,293,209,36,0,0,0,26,2017,Idaho,ID
0,0,0,0,28,56,252,169,36,0,0,0,26,2018,Idaho,ID
0,0,0,0,8,51,180,184,30,0,0,0,26,2019,Idaho,ID
0,0,0,0,10,42,164,211,60,0,0,0,26,2020,Idaho,ID
0,0,0,0,9,176,358,143,42,0,0,0,26,2021,Idaho,ID
0,0,0,0,3,51,286,288,90,0,0,0,26,2022,Idaho,ID
0,0,0,0,29,52,265,184,44,0,0,0,26,2023,Idaho,ID
0,0,0,0,4,89,285,177,69,0,0,0,26,2024,Idaho,ID
0,0,0,0,16,93,232,194,88,0,0,0,26,2025,Idaho,ID
0,0,1,0,19,159,272,165,74,8,0,0,26,1997,Illinois,IL
0,0,0,1,130,175,282,278,149,13,0,0,26,1998,Illinois,IL
0,0,0,2,86,201,397,185,57,7,1,0,26,1999,Illinois,IL
0,0,3,0,93,145,217,250,80,18,0,0,26,2000,Illinois,IL
0,0,0,11,87,141,310,272,48,6,1,0,26,2001,Illinois,IL
0,0,0,2,26,225,370,271,125,1,0,0,26,2002,Illinois,IL
0,0,1,2,41,107,253,288,56,4,0,0,26,2003,Illinois,IL
0,0,2,2,83,141,213,122,107,9,0,0,26,2004,Illinois,IL
0,0,0,3,40,287,317,287,163,11,0,0,26,2005,Illinois,IL
0,0,1,10,57,159,336,263,43,1,0,0,26,2006,Illinois,IL
0,0,4,0,124,204,233,328,128,31,0,0,26,2007,Illinois,IL
0,0,0,0,28,207,260,202,92,3,0,0,26,2008,Illinois,IL
0,0,1,0,61,176,144,168,73,0,0,0,26,2009,Illinois,IL
0,0,1,15,83,233,357,327,84,13,0,0,26,2010,Illinois,IL
0,0,1,2,53,196,420,261,40,9,0,0,26,2011,Illinois,IL
0,0,31,3,131,216,476,239,58,2,0,0,26,2012,Illinois,IL
0,0,0,0,79,163,233,219,104,7,0,0,26,2013,Illinois,IL
0,0,0,1,67,202,152,244,56,3,0,0,26,2014,Illinois,IL
0,0,0,2,84,158,235,198,153,11,0,1,26,2015,Illinois,IL
0,0,4,2,56,234,299,309,160,25,0,0,26,2016,Illinois,IL
0,0,1,5,44,207,278,165,121,19,0,0,26,2017,Illinois,IL
0,0,0,0,166,232,276,282,137,3,0,0,26,2018,Illinois,IL
0,0,0,1,49,155,357,216,155,3,0,0,26,2019,Illinois,IL
0,0,2,0,43,235,355,248,67,1,0,0,26,2020,Illinois,IL
0,0,3,1,49,252,269,312,144,32,0,1,26,2021,Illinois,IL
0,0,1,0,95,217,286,238,90,2,0,0,26,2022,Illinois,IL
0,0,0,2,75,171,274,237,110,12,0,0,26,2023,Illinois,IL
0,0,3,3,119,253,251,246,126,23,0,0,26,2024,Illinois,IL
0,0,4,2,48,248,365,226,122,25,0,0,26,2025,Illinois,IL
0,0,1,0,19,150,267,163,73,7,0,0,26,1997,Indiana,IN
0,0,0,0,132,190,260,269,157,13,0,0,26,1998,Indiana,IN
0,0,0,2,89,217,393,196,86,7,0,0,26,1999,Indiana,IN
0,0,5,0,97,174,213,218,68,18,0,0,26,2000,Indiana,IN
0,0,0,12,94,148,266,272,57,8,0,0,26,2001,Indiana,IN
0,0,0,2,32,238,364,297,148,4,0,0,26,2002,Indiana,IN
0,0,1,2,50,111,244,270,54,5,0,0,26,2003,Indiana,IN
0,0,2,1,123,155,218,139,113,10,0,0,26,2004,Indiana,IN
0,0,0,4,38,257,305,298,149,11,0,0,26,2005,Indiana,IN
2,0,0,9,46,159,315,262,44,1,0,0,26,2006,Indiana,IN
0,0,8,0,129,218,214,354,145,38,0,0,26,2007,Indiana,IN
0,0,0,1,29,218,254,198,118,6,0,0,26,2008,Indiana,IN
0,0,2,1,66,203,146,186,83,0,0,0,26,2009,Indiana,IN
0,0,1,14,98,267,344,322,112,13,0,0,26,2010,Indiana,IN
0,0,1,2,69,219,421,250,57,8,0,0,26,2011,Indiana,IN
0,0,37,2,152,206,463,217,63,1,0,0,26,2012,Indiana,IN
0,0,0,0,102,183,226,207,106,8,0,0,26,2013,Indiana,IN
0,0,0,2,77,229,142,229,61,6,0,0,26,2014,Indiana,IN
0,0,0,2,109,186,239,184,142,12,0,2,26,2015,Indiana,IN
0,0,8,1,51,235,290,326,164,32,0,0,26,2016,Indiana,IN
0,0,1,14,54,192,277,168,112,20,0,0,26,2017,Indiana,IN
0,0,0,0,193,252,278,277,162,11,0,0,26,2018,Indiana,IN
0,0,0,1,74,163,346,226,184,12,0,0,26,2019,Indiana,IN
0,0,5,0,42,217,348,222,80,5,0,0,26,2020,Indiana,IN
0,0,6,0,41,234,265,309,134,38,0,1,26,2021,Indiana,IN
0,0,2,0,107,220,312,247,94,4,0,0,26,2022,Indiana,IN
0,0,1,1,66,151,279,214,109,15,0,0,26,2023,Indiana,IN
0,0,6,6,135,238,248,250,134,21,0,0,26,2024,Indiana,IN
0,0,7,2,52,252,382,204,118,19,0,0,26,2025,Indiana,IN
0,0,0,0,15,187,268,171,75,6,0,0,26,1997,Iowa,IA
0,0,0,0,120,125,282,261,139,9,0,0,26,1998,Iowa,IA
0,0,0,0,60,161,372,182,39,4,0,0,26,1999,Iowa,IA
0,0,8,0,85,133,232,251,84,15,0,0,26,2000,Iowa,IA
0,0,0,7,64,142,316,249,38,1,2,0,26,2001,Iowa,IA
0,0,0,0,28,232,353,205,94,0,0,0,26,2002,Iowa,IA
0,0,0,1,34,125,256,290,38,7,0,0,26,2003,Iowa,IA
0,0,2,2,62,124,193,111,106,6,0,0,26,2004,Iowa,IA
0,0,0,9,33,250,305,222,129,8,0,0,26,2005,Iowa,IA
0,0,0,9,57,176,340,238,29,0,0,0,26,2006,Iowa,IA
0,0,5,0,116,188,270,297,86,19,0,0,26,2007,Iowa,IA
0,0,0,0,30,168,260,181,68,3,0,0,26,2008,Iowa,IA
0,0,0,0,50,161,135,149,63,0,0,0,26,2009,Iowa,IA
0,0,0,13,53,204,307,299,63,11,0,0,26,2010,Iowa,IA
0,0,0,0,45,171,403,235,30,10,0,0,26,2011,Iowa,IA
0,0,31,5,121,211,451,204,46,1,0,0,26,2012,Iowa,IA
0,0,0,0,47,159,238,234,118,4,0,0,26,2013,Iowa,IA
0,0,0,0,52,186,153,215,46,4,0,0,26,2014,Iowa,IA
0,0,0,2,55,163,228,160,147,9,0,0,26,2015,Iowa,IA
0,0,5,1,47,248,255,241,128,17,0,0,26,2016,Iowa,IA
0,0,0,1,39,205,301,138,113,10,0,0,26,2017,Iowa,IA
0,0,0,0,155,255,261,232,102,0,0,0,26,2018,Iowa,IA
0,0,0,0,27,162,325,175,141,0,0,0,26,2019,Iowa,IA
0,0,1,0,32,242,328,230,46,0,0,0,26,2020,Iowa,IA
0,0,5,0,42,267,270,261,115,17,0,0,26,2021,Iowa,IA
0,0,0,0,70,216,293,233,87,3,0,0,26,2022,Iowa,IA
0,0,0,0,85,204,237,248,123,10,0,0,26,2023,Iowa,IA
0,1,1,1,79,231,234,215,112,21,0,0,26,2024,Iowa,IA
0,0,7,1,49,235,317,200,116,24,0,0,26,2025,Iowa,IA
0,0,10,0,47,245,418,330,192,22,0,0,26,1997,Kansas,KS
0,0,0,5,173,295,452,420,314,30,0,0,26,1998,Kansas,KS
0,5,0,10,83,218,492,402,112,19,6,0,26,1999,Kansas,KS
0,0,11,9,137,229,429,590,234,41,0,0,26,2000,Kansas,KS
0,0,0,33,121,254,556,450,146,17,4,0,26,2001,Kansas,KS
0,0,0,18,62,343,486,430,226,1,0,0,26,2002,Kansas,KS
0,0,3,17,77,198,517,494,101,23,0,0,26,2003,Kansas,KS
0,0,15,13,138,215,329,263,210,27,0,0,26,2004,Kansas,KS
0,0,7,14,96,318,421,400,246,24,0,0,26,2005,Kansas,KS
6,0,9,44,117,325,501,460,103,13,0,0,26,2006,Kansas,KS
0,0,31,2,129,247,401,531,210,34,0,0,26,2007,Kansas,KS
0,0,2,2,81,291,417,337,126,13,0,0,26,2008,Kansas,KS
0,0,6,5,82,324,327,301,111,0,0,0,26,2009,Kansas,KS
0,0,5,32,76,382,458,471,208,33,0,0,26,2010,Kansas,KS
0,0,6,14,77,381,642,506,124,24,0,0,26,2011,Kansas,KS
0,0,55,39,194,367,625,373,161,11,0,0,26,2012,Kansas,KS
0,0,0,0,76,306,381,360,238,14,0,0,26,2013,Kansas,KS
0,0,0,9,113,280,320,428,158,33,0,0,26,2014,Kansas,KS
0,0,9,19,69,338,438,321,287,33,0,0,26,2015,Kansas,KS
0,0,19,21,63,397,462,387,223,59,4,0,26,2016,Kansas,KS
0,7,16,16,76,308,472,269,215,27,0,0,26,2017,Kansas,KS
0,0,7,0,255,411,444,373,198,10,0,0,26,2018,Kansas,KS
0,0,0,14,59,260,422,377,329,3,0,0,26,2019,Kansas,KS
0,0,13,6,57,383,449,352,129,6,0,0,26,2020,Kansas,KS
0,0,15,7,60,348,399,446,275,39,0,1,26,2021,Kansas,KS
0,0,6,10,109,341,496,447,239,23,0,0,26,2022,Kansas,KS
0,0,1,13,125,293,429,452,258,30,0,0,26,2023,Kansas,KS
0,9,13,25,123,373,411,401,212,73,0,0,26,2024,Kansas,KS
0,0,22,17,73,313,465,346,200,65,0,0,26,2025,Kansas,KS
0,0,11,0,29,168,351,254,120,14,0,0,26,1997,Kentucky,KY
8,0,8,3,147,257,338,324,252,30,0,0,26,1998,Kentucky,KY
0,0,0,17,98,260,452,322,138,16,3,0,26,1999,Kentucky,KY
0,0,15,1,131,248,293,299,117,33,0,0,26,2000,Kentucky,KY
0,0,0,26,119,192,333,353,103,14,1,0,26,2001,Kentucky,KY
0,0,5,18,58,282,411,377,217,18,0,0,26,2002,Kentucky,KY
0,0,11,14,86,137,314,334,100,16,1,0,26,2003,Kentucky,KY
0,0,13,8,173,222,287,200,148,35,1,0,26,2004,Kentucky,KY
0,0,1,11,53,274,386,402,208,21,0,0,26,2005,Kentucky,KY
11,0,4,29,64,199,362,382,80,8,0,0,26,2006,Kentucky,KY
0,0,27,1,146,266,298,493,223,62,0,0,26,2007,Kentucky,KY
0,0,4,7,54,282,315,281,202,16,0,0,26,2008,Kentucky,KY
0,0,10,8,96,268,214,267,153,7,0,0,26,2009,Kentucky,KY
0,0,7,26,138,362,414,409,175,23,0,0,26,2010,Kentucky,KY
